"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Goldsberry, Dylin","97.32","57.76","76.25","61.89","58.7","97.06","39.21","8"
"Gallegos, Julio","57.75","86.77","79.71","75.04","23.32","58.82","60.94","18.41"
"Tipoti, Yingsi","34.82","22.53","58.96","41.49","70.47","85.52","61.46","58.65"
"Peterson, Sidney","87.29","21.14","13.49","47.44","11.44","80.84","11.74","67.26"
"Ward, Alexis","75.69","42.69","42.99","81.19","77.78","99.04","36.74","47.48"
"Merlos-Solorzano, Luis","42.05","66.56","51.07","68.09","6.84","56.44","99.21","46.12"
"Salgado, Rebecca","63.86","34.76","40.5","58.74","32.19","79.97","42.46","79.68"
"Dockary, Tracy","99.18","59.56","49.82","49.08","42.03","54.28","40.78","22.6"
"Cruz, Juan","77.68","57.58","20.6","20.37","57.97","46.05","37.15","31.35"
"Harris, Daezionte","36.3","54.43","64.42","42.68","14.68","34.48","97.25","25.25"
"Torrez, Mahli","92.91","93.58","65.02","36.44","75.08","27.53","96.8","44.3"
"Valdez, Janet","57.15","45.88","28.83","17.04","99.35","77.75","81.93","98.1"
"Wade, Maurice","35.07","63.94","56.6","84.97","76.08","96.37","87.12","76.21"
"Mcclure, Timothy","17.07","38.47","48.83","26.66","72.78","62.72","14.67","75.41"
"Ruybal, Audrey","59.09","82.54","44","82.86","67.72","80.77","98.03","30.68"
"Chrismer, Joseph","59.97","84.18","69.3","52.93","64.58","29.18","70.52","91.17"
"Harding, Safr","39.55","97.79","78.22","93.68","66.7","98.05","68.03","79.78"
"Harris, Tyson","93.16","62.55","94.6","81.65","98.16","55.81","29.17","99.21"
"Tarango, Jordan","26.57","85.43","55.86","94.6","47.62","15.6","77.91","75.24"
"Monterrosa, Christa","28.49","66.89","27.79","80.63","57.6","34.44","58.82","58.9"
"Fink, Briana","59.54","75.81","46","79.37","60.55","83.63","77.51","5.22"
"Roland, Kanjai","61.05","98.22","52.62","51.53","67.23","84.51","27.76","49.68"
"Roda, Mariah","59.17","56.95","51.87","97.91","78.42","77.03","81.41","35.59"
"Gresham, Mckenna","36.97","98.78","28.48","56.45","97.84","42.98","56.96","45"
"Chang, Nabeel","15.23","71.04","58.38","55.46","52.95","87.1","87.2","27.32"
"Tolbert, Hannah","31.97","59.96","60.26","85.37","91.15","9.29","78.21","82.76"
"Corral, Abinadad","85.73","89.85","82.29","20.69","21.52","35.98","68.82","43.23"
"Darity, Stephanie","82.8","60.08","83.29","99.9","70.93","41.14","54.51","42.81"
"Parras, Sierra","24.36","99.56","67.66","27.84","98.49","50.75","99.25","7.9"
