"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Rivera, Deangelo","75.51","84.39","57.09","32.7","71.45","41.14","23.31","29.77"
"Jansen, Elsi","78.97","50.03","56.02","55.98","19.94","36.34","56.66","77.59"
"Mclean, Bryan","43.35","99.78","50.41","95.94","82.77","50.6","83.75","59.25"
"Koch, Arrianne","18.54","58.42","26.02","47.7","80.23","20.92","50.25","19.96"
"Lao, Nathanael","68.35","34.08","58.89","86.33","82.88","55.98","28.73","42"
"Lee, Aditya","43.28","30.56","70.98","47.46","50.25","52.58","86.02","90.16"
"Han, Leila","98.32","82.71","62.58","83.11","50.29","30.92","40.07","37.96"
"Roath, Tamarian","95.54","62.56","25.48","32.52","86.06","28.43","60.13","48.52"
"Sedillo, Liliana","72.96","87.81","62.57","69.78","98.53","53.76","24.03","74.13"
"Abeyta, Patresia","21.59","39.99","78.31","32.46","14.17","78.81","53.19","49.3"
"Quintanilla Garcia, Isay","61.03","99.78","64.28","19.54","55.26","64.42","70.21","71.66"
"Muchmore, Sanate","59.61","99.92","47.26","79.02","23.13","74.4","19.74","77.56"
"Mateos, Marli","67.43","12.66","67.59","27.77","1.58","37.42","81.7","79.11"
"Gemeda, Dev","44.7","36.38","95.83","97.54","94.32","68.84","63.2","50.95"
"Sherpa, Erik","28.98","14.56","17.12","62.28","58.72","23.89","59.82","56.91"
"Ha, Randy","99.9","58.71","93.35","82.64","28.55","33.5","62.38","97.45"
"Conklin, Jessica","46.54","38.13","78.93","55.9","99.63","54.32","24.93","76.49"
"Nakai, Kolten","81.47","98.93","78.57","52.6","94.61","62.95","54.37","78.86"
"Anderson, Makyia","71.13","68.04","55.06","91.28","95.96","95.77","41.8","55.62"
"Johnson, Makoto","43.14","78.4","80.3","5.57","63.3","36.52","61.39","80.82"
"Holum, Jalene","34.8","94.49","88.94","60.27","80.44","79.93","29","5.87"
"Cordova, Chantal","47.54","42.58","96.17","58.34","65.28","73.96","47.03","77.98"
"Pierce, Dejah","57.03","85.2","23.69","82.97","10.06","44.97","36.48","61.72"
"Cruz Esteva, Stephanie","94.92","85.33","42.22","67.19","44.19","72.16","50.14","40.88"
"Vasquez Lara, Michael","19.2","79.02","38.66","30.1","73.23","57.32","55.5","57.77"
"Gleitz, Rashawnya","60.69","11.08","57.97","58.84","97.84","38.06","34.35","88.69"
"Johnson, Willie","76.95","97.31","36.84","29.7","31.51","82.6","17.83","37.31"
"Cha, Pranaya","92.63","45.76","65.05","72.38","41.71","33.65","80.93","1.55"
