"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Simmons, Hassan","55.97","46.44","16.78","19.12","60.69","75.7","35.94","57.88"
"Winters, Samantha","97.95","74.14","94.01","42.03","10.3","80.97","27.43","97.61"
"Mccoy, Stephen","47.85","70.22","47.96","56.63","86.98","59.54","47.8","81.33"
"Anderson, Shan","47.73","10.5","53.09","71.39","77.79","84.02","88.34","26.66"
"Sandoval, Jamile","61.66","77.02","96.26","94.88","33.57","32.82","10.02","76.81"
"Burnett, Jontah","87.24","55.21","99.46","79.26","60.87","45.64","50.71","97.19"
"Aragon, Jesse","61.01","24.56","73.04","80.51","31.52","60.48","78.04","95.14"
"Vigil, William","62.39","5.47","45.77","78.43","50.44","35.71","99.46","49.73"
"Martinez, Sara","60.3","53.67","16.04","63.49","30.46","29.28","99.68","71.6"
"Jackson, Monicya","53.18","59.83","56.17","63.41","82.28","83.35","66.06","54.39"
"Yie, Cathy","3.81","46.47","47.08","81.06","58.24","93.83","20.86","58.53"
"Navarrete, Alisha","66.41","49.43","25.08","65.44","82.44","52.53","98.71","24"
"Yee, Alyssa","33.71","26.27","37.43","70.71","78.58","96.59","78.37","29.41"
"Bell, Lucinda","98.48","81.53","90.11","78.52","77.49","12.31","62.81","62.7"
"Paige, Bryant","61.33","74.88","87.42","36.43","64","53.62","34.89","24.34"
"Ezzat, Ian","46.51","71.4","40.92","98.88","34.07","63.68","48.32","75.36"
"Box, Frankie","82.09","35.16","53.11","37.53","65.17","32.87","23.58","85.02"
"Lugo Perez, Angelina","20.23","82.66","55.38","5.99","96.78","54","48.25","48.04"
"Habtu, Kaileia","50.1","41.4","87.43","77.14","75.49","98.21","94.91","82.9"
"Jelly, Alexander","36.43","38.93","44.05","74.07","32.86","98.84","50.32","66.06"
"Serna, Amber","9.16","82.47","98.94","56.62","97.05","87.04","60.28","96.02"
"Cannick, Yosief","48.93","52.31","40.34","75.57","81.4","74.43","20.3","60.21"
"Novianty, Hiu Yan","78.23","57.13","27.22","49.94","80.68","55.38","96.81","62.2"
"Dettmann, David","26","40.86","56.88","12.63","80.89","84.16","10.64","16.36"
"Aguilar, Brenda","38.26","34.45","34.12","3.79","32.26","99.66","49.67","22.41"
"Thurman, Khalia","35.98","58.56","63.24","94.78","85.16","39.25","64.59","36.82"
"Sarmiento, Haley","51.87","59.17","81.68","79.22","57.62","38.28","79.14","32.21"
"Allen, Samantha","71.26","55.75","94.83","62.34","52.19","22.44","55.26","78.07"
"Van, Dominique","91.08","43.15","49.53","19.45","45.36","89.98","96.69","48.95"
"Mathis, Rhianna","91.15","70.87","71.77","65.02","4.69","49.55","96.94","95.7"
"Garcia, Nickoleus","17.86","82.88","81.35","46.63","61.31","55.36","45.47","48.74"
"De La Rosa, Melissa","97.52","37.25","29.21","58.88","43.43","96.45","57.9","30.35"
"Johnson Jr, Naomi","57.47","80.88","28.24","38.02","22.32","8.46","66.44","75.71"
