"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"May, Aaron","77.23","55.91","58.08","50.45","46.71","66.25","80.6","23.95"
"Bluford, Mahpiya","97.83","59.51","58.85","94.25","62.65","62.43","37.55","71.05"
"Patel, Jasmine","73.14","47.29","97.94","59.25","7.53","44.08","59.01","59.87"
"Delgadillo, Idaly","47.3","24.11","56.77","55.9","35.37","32.2","85.03","5.1"
"Brooks, Maura","37.19","38.72","59.31","78.72","47.79","87.76","85.17","78.84"
"Chapman, Quincy","94.62","67.97","51.76","50.26","53.72","53.44","96.33","15.46"
"Hase, Kamron","88.17","61.8","95.3","84.4","1.85","83.74","4.86","38.27"
"Rosales-Lopez, Yulissa","79.6","43.03","76.86","98.49","97.95","93.38","59.81","41.03"
"Johnson-Hodge, Keishawn","27.84","77.48","42.93","32.6","90.43","33.88","74.43","64.08"
"Ertle, Joseph","94.17","85.48","83.16","9.44","82.45","78.44","59.58","12.86"
"Halaifonua, Bao Vi","59.71","95.16","71.93","84.69","97.25","38.3","52.95","56.32"
"Figel, Sara","80.71","57.14","57.45","55.5","83.06","58.38","97.98","24.61"
"Pyne, Eunice","73.97","67.08","95.7","35.25","80.11","50.46","64.38","45.83"
"Cervantes, Lahana","52.66","39.1","62.94","83.75","51.26","56.68","29.21","28.58"
"Campos, Avrion","52.93","83.81","60.28","60.06","67.9","84.14","68.48","21.27"
"Reyes, Anthony","41.59","37.66","95.65","40.13","59.1","40.04","99.87","64.26"
"Thurman, Cesar","39","30.58","80.05","47.62","66.63","68.68","9.48","76.44"
"Garner, Justice","88.98","54.85","2.53","25.11","63.24","77.16","83.14","44.92"
"Araiza, Kaitlyn","40.81","77.12","54.1","38.9","43.09","58.6","60.91","51.94"
"Mondragon, Taran","67.73","95.1","35.75","79.11","63.01","33.24","34.22","22.78"
"Talent, D'Ahnya","49.9","78.63","65.27","82.3","63.98","85.77","80.94","78.42"
"Dunn, Breana","76.91","22.01","76.6","23.68","60.57","34.95","99.93","7.91"
"Hypio, Thomas","44.75","94.06","53.15","21.52","44.5","52.38","83.72","34.67"
"Newkirk, Brendan","61.24","22.37","6.3","96.28","80.15","99.23","80.78","81.27"
"Trujillo, Dominic","55.42","50.73","61.99","24.93","81.55","70.43","40.82","69.41"
"Mukes, David","38.01","71.65","38.5","80.45","42.41","62.72","51.01","81.02"
"Algien, Nallely","69.93","83.93","63","78.44","99.29","56.04","27.74","58.76"
"Roloson, Antwon","31.73","81.8","99.71","62.19","62.76","47.2","78.68","94.26"
"Brull, Karly","33.14","26.09","92.43","48.84","35.03","57.74","37.55","63.89"
"Ramirez, Deondra","97.91","82.85","81.15","14.21","81.15","84.73","97.59","77.96"
