"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Siu, Albert","51.61","83.54","50.03","21.98","28.72","96.6","49.95","73.26"
"Foster, Brandon","69.21","41.49","79.08","27.26","98.46","25.89","23.99","40.12"
"Yujiri, Shirley","55.99","94.68","23.3","59.49","97.47","8.16","83.45","64.17"
"Lee, Marcus","97.84","51.46","60.78","97.85","48.27","69.86","61.36","83.1"
"Morales Romero, Karla","41.82","92.47","64.13","47.85","97.36","21.25","96.01","98.26"
"Moss, Tiana","85.3","54.53","70.81","98.08","77.1","68.45","51.92","81.67"
"Kim, Bu","39.04","72.29","54.93","99.08","37.08","41.93","97.31","67.87"
"Overton, Marcus","52.99","36.33","71.24","96.15","71.9","75.16","97.11","39.63"
"Killingsworth, Lucas","74.72","55.76","75.3","97.72","61.56","67.97","44.29","50.32"
"Price, Guillermo","39.84","47.45","58.91","99.25","41.21","99.05","65.34","33"
"Reynolds, Keeshawn","57.76","83.49","76.67","58.97","81.62","36.13","69.5","28.8"
"Ramirez-Carreon, Rudy","56.29","57.28","94.8","12.59","97.4","33.89","98.31","56.45"
"Hernandez Escalera, Emanuel","68.04","64.38","30.49","72.64","79.17","77.1","40.56","62.08"
"Rodriguez, Jennifer","99.76","54.14","99.89","15.19","77.6","60.36","34.24","40.25"
"Castillo, Cynthia","97.3","67.56","97.2","39.62","39.5","42","94.76","34"
"Sandoval, Esteban","53.23","77.6","60.07","37.65","96.35","37.96","50.3","79.26"
"Sanchez, Niki","78.76","80.61","20.02","60.78","30.09","49.58","8.21","61.9"
"Scott, Daisy","67.92","77.4","14.65","38.05","38.81","25.52","56.53","61.97"
"Mercado, Jessica","43.68","34.99","93.52","8.69","40.34","97.81","40.14","91.79"
"Chang, Emily","49.57","36.16","86.47","96.13","74.41","31.05","92.91","98.66"
"Turner, Ricky","96.84","44.48","38.82","64.46","53.48","52.22","84.34","90.77"
"Cordova, Samorra","82.47","37.77","83.57","37.03","43.74","86.45","73.47","15.36"
"Sanchez, Marcela","57.9","78.95","68.03","85.01","22.12","51.06","99.7","51.99"
"Tan, Loan Mai","68.24","81.85","93.17","80.22","58.69","99.5","47.79","86.44"
"Ramon, Nicolas","31.09","39.45","98.76","33.16","32.1","46.1","51.35","79.06"
"Gastineau, Brandon","80.19","51.21","31.44","50.53","31.69","80.65","50.58","98.59"
"Holiday, Manuella","78.26","19.7","51.98","73.61","86.52","60.4","60.05","72.86"
"Alvarez, Sienna","67.73","40.66","44.56","51.75","57.82","55.16","74.91","60.18"
"Mondragon, Silvano","71.6","83.77","94.68","83.97","56.03","99.15","44.41","76.84"
