"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Luna, Alfredo","43.12","38.92","58.56","99.15","71.1","52.21","99.67","80.91"
"Lattimer, Jordan","81.9","82.85","18.08","64.08","77.16","66.03","36.41","42.96"
"Rosendo, Raelyn","79.13","96.63","80.08","23.67","75.65","79.55","0.77","99.12"
"Victorino, I'Kaika","10.29","9.89","1.15","49.88","80.65","42.78","54.7","60.78"
"Martinez, Miriah","94.64","29.36","37.75","21.67","95.36","66.65","59.46","64.26"
"Lightcap, Shane","97.02","38.15","98.54","48.52","82.5","95.75","49.68","77.64"
"Beerman, Billy","41.44","38.01","29.44","52.49","75.78","64.2","62.03","25.65"
"Mian, Rosemary","75.78","13.87","85.34","98.52","3.64","12.14","14.64","98.71"
"Cuadrado, Tiffany","30.17","40.8","74.2","68.6","59.04","27.85","84.3","37.65"
"Hartman, Jarryn","48.45","30.62","60.85","63.16","69.8","39.88","10.09","77.69"
"Lovelace, Kyana","53.36","45.87","76.01","70.05","80.11","68.54","35.36","39.67"
"Huang, Lance","98.03","78.14","54.18","65.86","83.21","57.73","55.55","67.54"
"Humann, Rachel","53.31","29.89","83.69","11.16","97.35","33.63","31.72","69.51"
"Ryckman, Monica","45.47","68.16","86.5","90.3","55.59","16.38","72.05","96.46"
"Vigil, Joshua","61.63","99.97","90.78","60.2","36.62","92.23","65.72","99.65"
"Mcbride, Davaughn","80.64","43.75","10.6","54.26","9.98","31.41","61.83","95.49"
"Santillan, Jean","57.88","86.75","41.89","97.24","99.92","44.79","95.66","49.23"
"Wesch, Jacob","55.26","75.16","58.15","86.2","77.55","80.82","76.49","12.71"
"Lopez, Kayla","83.59","51.19","20.92","67.91","62.5","48.16","95.15","35.85"
"Le, Pornchai","96.09","78.72","78.25","93.4","27.97","44.04","64.2","73.47"
"Nguyen, Shalini","28.96","95.56","81.16","32.14","2.6","65.53","27.87","75.4"
"Molina, Danielle","57.33","99.88","74.92","65.49","60.6","26.14","48.62","57.45"
"Hines, Shanika","62.24","51.21","81.77","70.16","22.01","48.88","56.27","82.59"
"Adams, Maaz","33.36","76.44","45.37","79.66","80.17","80.44","16.94","39.12"
"Correa, Andres","60.11","54.27","1.5","52.43","28.15","35.22","31.26","48.7"
"Rivera, Danika","32.25","41.28","62.3","47.83","84.44","22.51","66.87","81.21"
"Hrelja, Bao Linh Tasha","55.55","81.83","84.92","99","54.55","41.91","85.52","84.2"
"Whiteside, David","99.07","81.33","41.62","64.62","96.76","66.03","77.88","99.81"
"Malmsbury, Cody","5.36","6.37","81.27","75.69","79.94","51.06","48","57.58"
"Williams, Nikkia","82.14","39.47","98.46","31.84","56.76","24.91","69.47","96.17"
"Almada, Amelia","70.35","28.03","18.76","85.97","24.54","52.06","53.01","44.15"
"Soto, Jessica","54.36","68.93","99.64","48.6","33.78","63.34","28.28","60.88"
