"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Ferrera, Nallely","57.78","50.88","33.14","77.94","80.39","87.3","34.26","81.85"
"Dumon, Alexis","45","23.35","84.4","37.83","68.99","27.49","85.08","78.76"
"Nguyen, Andrew","23.44","83.48","71.44","74.76","59.8","37.35","35.87","99.26"
"Williams, Hannah","36.21","40.15","74.39","78.26","28.19","8.61","71.49","44.27"
"Mistry, Blake","50.85","72.24","87.79","30.64","50.69","34.59","45.67","80.99"
"Padilla, Mickenna","52.09","50.94","99.98","61.26","58.76","27.89","62.9","91.79"
"Pryor, Khaliel","15.02","68.8","49.86","11.09","62.72","97.44","69.87","78.49"
"Ahmed, Caroline","35.4","65.91","19.75","76.04","36.78","54.17","44.5","96.22"
"Phradestin, Kristiana","27.23","10.37","59.35","78.21","91.52","48.23","68.98","32.01"
"Allery, Rebecca","38.88","89","69.96","44.22","83.15","59.39","95.61","34.64"
"Ogle, Jordan","89.74","87.03","62.63","81.14","99.73","1.06","62.1","32.14"
"Low, Hubert","53.27","68.34","80.31","57.12","76.18","55.87","45.29","95.4"
"Sack, Kamry","84.64","72.75","74.75","8.61","36.28","88.85","10.95","99.47"
"Swanson, Kajah","53.18","57.54","52.64","78.52","51.64","45.65","66.27","43.2"
"Stanfield, Carleaha","79.18","76.55","67.97","54.24","56.3","75.27","21.05","56.06"
"Tiongson, Ling","80.31","61.37","94.8","68","67.84","77.35","73.22","35.2"
"Sanders, Shriya","51.31","46.99","47.42","84.22","60.4","85.38","49.32","69.66"
"Belcher, Jonathan","66.77","63.56","51.42","96.21","84.27","82.26","87.64","73.2"
"Fisher, Rita","95.84","67.9","24.69","85.32","81.71","79.99","94.57","87.39"
"Reed Littlejohn, Germaine","47.54","89.15","31.45","83.23","62.12","59.28","73.7","37.31"
"Sermak, Sean","78.52","3.61","41.75","79.33","90.74","30.94","50.98","79.91"
"Waldo, David","43.32","95.69","59.98","60.98","70.74","87.5","23.68","26.25"
"Ball, Tyler","31.02","18.98","81.95","72.03","97.27","82.65","57","63.93"
"Arguello, Timothy","68.3","69.12","60.32","35.91","79.4","35.54","44.94","53.03"
"Moore, Mariesha","55.26","91.34","99.85","19.51","78.07","32.38","83.98","31.85"
"Landeros, Daisy","90.67","75.6","59.07","39.74","40.06","76.46","24.26","96.49"
