"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Holden, Kizmaya","57.4","49.74","63.97","65.5","61.16","47.39","56.81","11.1"
"Krumland, Alexia","39.9","48.12","54.7","97.93","78.54","95.56","47.64","84.29"
"Dawe, Tom","99.34","90.73","73.62","63.36","30.53","82.28","66.42","76.77"
"Newmark, Katelyn","63.53","62.8","80.11","60.43","99.16","32.02","61.03","70.43"
"Bailey, Ethan","77.55","39.85","80.9","85.49","31.12","32.17","56.35","48.67"
"Wilmer, Zoe","64.64","19.63","58.78","31.2","65.52","30.98","53.17","84.72"
"Carneski-Gore, Rian","75.22","80.46","80.85","43.06","46.9","78.5","29.13","62.85"
"Hughes, Devinn","57.04","51.61","69.59","67.6","61.52","59.99","76.72","85.17"
"Carter, Taylor","80.18","96.36","51.79","23.69","97.29","13.97","23.39","42.75"
"Lee, Parth","60.64","13.93","31.66","79.34","17.73","56.95","83.98","94.01"
"Chittum, Chloe","99.85","42.37","51.96","78.56","60.89","29.5","40.3","60.22"
"Rivas, Melissa","95.49","87.17","99.88","54.29","62.2","38.17","38.53","60.18"
"Granillo Magallanes, Jesus","63.32","81.01","36.98","78.06","78.93","69.51","15.01","54.98"
"Marquardt, Pedro","66.34","28.54","17.49","75.17","46.12","78.34","74.45","94.53"
"Prak, Tyko","80.22","80.54","6.87","55.49","97.43","77.05","67.19","77.74"
"Nguyen, Ahmed","34.5","50.97","77.35","55.55","77.44","24.21","25.64","54.26"
"Morgan, Donyell Ann","78.71","76.32","38.14","28.23","65.04","61.29","76.25","96.58"
"Morales, Leonel","56.24","34.4","38.7","69.68","42.5","63.22","61.17","34.7"
"Landeros, Cristopher","36.26","33.08","25.38","52.56","97.91","78.51","36.01","42.82"
"Doro, Rebecca","69.83","64.97","33.4","74.77","98.03","16.98","35.72","12.54"
"Marquez, Dashae","64.06","98.94","25.75","74.9","99.18","46.91","57.19","20.92"
"Chavez, Ariel","84.37","78.33","64.9","99.41","30.69","23.75","8.34","46.17"
"Grice, Dominique","73.85","60.73","57.41","63.29","39.49","57.41","82.73","46.52"
"Khan, Mehal","59.38","54.42","28.87","77.72","99.84","43.1","77.26","95.82"
"Lasalle, Zipporah","60.14","81.5","68.25","73.5","54.16","26.94","51.44","86.97"
"Vargas, Tyler","25.6","41.52","86.8","84.06","95.57","99.6","62.01","51.12"
"Harding, Jashawn","53.21","95.69","33.79","62.57","57.36","98.32","47.83","88.45"
"Habte, Lavelle","80.79","95.54","33.51","49.37","76.19","50.47","79.51","45.23"
"Trevino, Daniel","73.89","78.28","84.28","30.49","66.34","44.36","99.82","66.92"
