"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Gutierrez, Antonio","57.49","82.28","52.53","69.87","42.02","41.07","40.93","81.55"
"Mungovan, Logan","20.51","64.79","45.44","44.97","75.22","79.83","57.41","57.62"
"Garrison, Isaac","63.71","41.54","33.21","31.33","74.42","39.47","53.08","81.37"
"Rocha, Savannah","94.29","94.87","42.86","47.13","83.84","51.79","82.56","73.24"
"Trujillo, Enrique","53.61","60.9","61.49","38.38","12.26","96.83","58.67","39.89"
"Garcia, Matthew","54.53","40.91","80.41","91.42","31.72","20.53","79.76","58.5"
"Stauffer, Manulagaeu","75.87","24.27","39.08","97.58","49.96","40.04","95.24","45.48"
"Reyes, Paige","57.15","39.45","99.55","97.07","99.74","81.27","56.29","96.96"
"Padilla, Alexis","68.64","67.9","74.82","82.01","56.97","46.03","83.68","4.53"
"Mestas, Orlando","78.75","31.92","84.03","83.24","39.9","37.23","93.1","35.94"
"Cordova, Jennefer","66.79","78.68","97.46","33.38","38.99","54.98","40.11","90.18"
"Mion, Lakela","99.18","58.52","42.29","53.03","57.89","11.16","63.24","58.82"
"Craig, Dominique","18.36","89.24","29.29","98.72","29.77","94.02","50.46","50.12"
"Gallegos, Rodney","52.62","50.69","33.24","61.09","97.32","48.63","64.25","50.56"
"Walton, Tyler","28.14","61.07","27.58","81.99","27.64","86.75","97.04","48.32"
"Simpson, Sika","9.58","53.55","11.24","52.19","98.24","94.32","53.79","60.54"
"Rodriguez, Lucianna","98","98.97","28.75","66.09","37.15","80.2","84.15","62.05"
"Spence, Nicole","65.93","57.85","98.52","84.01","65.63","66.77","58.69","37.55"
"Acosta, Rocio","56.18","62.68","95.45","59.64","96.74","98.85","48.53","98.78"
"Ceballos, Jazmine","78.97","62.38","59.8","20.79","44.77","69.36","61.76","52.1"
"Aghanoury, Glen","59.4","76.93","40.51","100","17.28","40.38","40.81","55.1"
"Fresquez, Michael","94.89","30.83","57.43","51.93","62.13","74.91","53.17","84.9"
"Grover, Cameron","28.71","51.05","24.15","71.99","79.5","80.95","76.78","76.75"
"Hughes, Scott","36.62","20.65","44.07","27.54","97.03","82.04","95.93","90.11"
"Franklin, Isaac","57.1","45.4","45.26","83.45","37.9","82.23","62.93","67.82"
"Kraybill-Voth, Tu","74.42","75.67","92.08","30.09","57.38","93.91","53.17","56.76"
