"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Scott, Jordan","67.59","67.09","37.86","41.84","17.71","19.56","76.76","61.84"
"Mcafee, Chelsea","85.87","53.89","54.07","45.53","12.91","83.33","41.59","63.74"
"Adane, Jasmine","79.77","84.4","30.37","74.01","68.94","62.76","41.17","77.37"
"Vangosen, Rebecca","73.55","84.26","42.13","35.1","18.09","2.43","60.52","67.03"
"Short, Lauren","38.55","41.52","80.56","57.51","37.14","59.2","52.43","30.37"
"Armstrong, Chase","53.1","18.62","38.23","32.78","53.47","76.04","76.21","54.69"
"Medina, Junior","13.27","22.2","31.96","48.38","76.54","99.78","70.56","77.06"
"Bryant, Tayvon","64.48","52.38","41.14","77.52","85.35","28.1","16.99","36.89"
"Burress-Willis, Regal","60.35","60.78","40.81","46.84","73.43","56.66","62.65","77.76"
"Clark, Gage","79.85","81.32","48.75","37.44","59.99","78.2","95.71","33.06"
"Yancey, Skilah","74.74","55.04","26.43","98.54","31.54","78.18","96.77","70.47"
"Chavez, Ana Rocio","39.2","49.16","97.65","81.05","81.02","67.3","36.94","79.93"
"Hoffman, Olivia","16.61","43.47","76.01","97.11","51.5","98.67","74.1","90.56"
"Rowinski, Olena","64.95","73.89","56.36","82.73","42.93","79.75","33.8","38.63"
"Kumar, Catherine","55.6","80.21","57.45","81.69","56.87","62.8","38.95","82.52"
"Squier, Alexandra","51.72","58.56","15.51","85.51","97.78","66.18","32.4","79.63"
"Troudt, Spencer","94.46","48.7","98.56","56.23","76.22","40.87","62.17","43.33"
"Truong, Katherine","52.75","57.68","79.86","66.05","35.85","73.81","74.76","89.67"
"Mohan, Mreenal","80.38","57.9","69.83","35.92","63.9","39.3","76.17","46.86"
"Contreras, Veronica","92.69","34.35","28.93","80.81","79.08","80.51","26.6","28.5"
"Mendez-Paige, Travale","97.61","38.24","60.65","68.16","4.97","37.41","99.93","67.45"
"Elizalde, Jennifer","55.14","57.46","12.52","70.36","75.25","98.59","43.9","39.59"
"Lee, Lily","28.13","60.55","24.75","81.34","42.4","42.03","88.15","74.53"
"Hiraki, Nathan","61.28","78.13","29.48","77.58","75.25","40.72","81.87","29.85"
"Zheng, Rosilynn","76.63","52.28","97.69","46.68","98.25","85.29","66.58","19.02"
"De La Torre, Brooke","34.77","64.31","97.57","8.16","23.12","52.43","63.71","99.65"
