"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Romero, Jonathan","6.85","36.26","76.8","46.8","36.3","34.08","55.36","88.51"
"Contreras, Christopher","82.16","23.35","59.24","59.16","99.08","84.18","67.15","62.32"
"Riley, Cymone","43.51","35.01","40.65","34.3","92.54","41.14","82.37","44.94"
"Vandriel, Shailyn","80","94.52","54.4","84.81","6.46","79.17","79.97","79.43"
"Inai, Amy","73.98","52.27","80.07","98.29","26.8","42.42","29.93","61.77"
"Cerney, Levi","69.23","41.03","79","77.73","48.91","33.45","97.84","31.86"
"Ruiz, Jamie","57.23","79.27","96.62","61.09","37.34","55.56","45.75","48.5"
"Herrera, Lakota","81.33","97.4","48.97","46.67","78.39","95.73","51.29","48.66"
"John, Celsa","62.89","81.95","41.28","84.82","21.66","52.26","96.8","56.06"
"Tate, Devin","28.03","38.25","45.97","35.42","60.26","58.69","38.81","79.59"
"Davis-Walker, Quintrella","78.1","82.68","81.02","57.34","83.28","28.46","63.35","59.35"
"Mayer, Christoffer","95.56","80.24","67.41","97.16","59.57","92.51","79.59","65.68"
"Hernandez, Isiah","27.12","31.35","79.48","38.81","93.14","6.78","64.46","44.81"
"Petersen, Amrita","34.02","64.3","74.39","37.43","68.56","82.97","74.83","72.88"
"Mcconnaughhay, Gabriel","25.33","47.12","83.34","77.63","93.48","88.43","85.48","98.61"
"Vahlbusch, Boquan","56.35","85.22","86.78","97.57","17.26","20.93","53.32","97.49"
"Boyd, Samantha","70.49","35.63","13.94","59.6","93.37","46.17","53.08","54.42"
"Craig, Jazmen","48.47","57.74","59.38","56.08","98.24","53.61","98.86","58.38"
"Johnson, Monica","58.59","83.73","22.26","55.06","99.18","72.35","36.61","70.42"
"Richards, Raymond","80.88","26.74","60.93","42.87","52.08","21.99","79.05","59.9"
"Valdez, Marcos","79.26","66.19","69.85","61.1","36.83","83.8","8.05","36.17"
"Molina, Erik","65.03","28.23","37.77","42.53","39.08","80.25","49.6","60.88"
"Smith, Jerald","80.8","58.77","95.28","88.5","55.52","87.88","41.99","79.29"
"Ortivez, Jacqueline","83.73","75.35","52.96","75","59.09","71.01","63.23","64.05"
"Mueller, Yichen","62.33","52.58","45.63","58.94","47.53","49.57","74.05","27.68"
"Clockston, Winthana","59.3","71.65","56.43","79.01","54.96","6.28","54.75","79.67"
"Wang, Malia","83.01","71.11","71.09","49.59","32.2","21.1","39.55","49.37"
"Sanchez, Gray","40.01","34.95","48.37","77.23","87","86.28","20.54","55.84"
"Wilson, Markeius","30.9","96.28","85.05","44.9","7.13","60.59","80.73","35.41"
"Ortiz, Alejandra","98.56","58.14","99.53","14.35","43.43","59.83","94.47","23.05"
"Vang, Loutricia","63.68","33.99","76.06","43.17","81.65","94.47","63.25","16.59"
"Manuel, Emigine","66.12","41.14","86.15","98.51","42.83","84.67","29.85","51.11"
"Hillberry, Douglas","74.74","93.39","81.62","81.22","72.68","69.19","60.78","42.61"
