"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Royston, Raven","88.07","25.84","96.38","48.27","77.21","98.62","35.47","15.57"
"Carey, Hsiang","61.33","27.93","98.37","47.07","43.06","98.38","52","49.83"
"Jumpe, Jeremiah","83.43","64.61","76.58","77.86","36.57","80.72","87.75","95.36"
"Gamboa, Sandra","97.23","28.76","65.54","97.17","39.32","84.56","80.02","29.48"
"King, Brackin","62.29","42.36","40.84","47.27","96.45","55.11","38.91","57.87"
"Vandenburg, Gabriella","33.77","80.94","51.37","33.34","48.93","33.03","18.63","98.05"
"Bench, Brynna","42.17","31.11","76.8","84.85","82.39","13.31","56.4","95.96"
"Rodriguez, Cristina","63.19","29.26","43.13","44.52","76.32","42.23","49.41","99.23"
"Cruz, Suthdara","76.07","26.32","44.9","64.95","16.01","37.42","60.45","32.39"
"Au, Edward","53.23","97.73","60.23","35.36","80.07","28.32","54.06","60.08"
"Alexander, Kylie","36.71","60.88","68.29","98.9","48.89","98.32","32.41","99.49"
"Johnson, Britney","99.5","90.04","45.26","93.98","93.35","64.85","37.03","56.41"
"Gilbert, Cody","71.04","96.17","63.95","88.71","84.64","28.26","97.55","78.91"
"Luna, Marcquieza","93.61","91.77","41.8","91.16","4.97","74.15","81.3","27.87"
"Borrego, Israel","35.68","100","80.48","66.51","60.83","98.97","59.63","8.24"
"Harris, Stephon","37.12","96.12","73.47","9.22","47.84","32.38","83.17","46.57"
"Cline, Zachary","13.44","83.69","15.08","19.31","4.95","60.71","98.04","99.13"
"Viruet, Ishi","99.25","46.74","82.2","93.26","98.77","23.87","51.04","75.65"
"Munoz, Michelle","55.16","83.22","52.73","52.61","71.65","80.83","82.84","15.88"
"Taylor, Ana","96.54","57.06","95.93","96.41","83.82","99.34","3","32.04"
"Vang, Simmeren","17.91","74.33","52.33","64.87","97.77","76.34","86.19","95.64"
"Alvarez, Leslie","24.34","71.34","81.17","16.03","55.21","51.91","13.43","40.85"
"Santifer, Sergio","82.02","38.9","95.73","35.33","60.22","97.15","77.41","23.83"
"Moore, Dante","76.89","98.41","6.18","66.64","29.44","37.6","71.35","33.54"
"Taei, Mitchell","46.39","53.53","83.66","24.56","56.32","74.74","50.48","52.53"
"Chhor, Phi","55.17","50.8","51.99","46.25","53.81","99.1","78.91","65.71"
"Sem, Carl","97.02","78.58","28.96","90.13","48.03","97.81","32.1","71.82"
"Ntepp, Theodore","59.85","46.1","41.61","84.34","22.34","99.04","94.68","78.09"
"Sharpe, Tia Shaye","85.63","42.02","69.43","69.11","38.57","94.77","38.78","64.68"
"Aragon, Jaylyn","47.45","38.08","69.24","50.74","32.02","49.43","81.09","48.53"
"Kelly, John","60.71","23.39","92.39","45.01","78","95.88","46.25","68.8"
"Siren, Reit-T","17.33","70.25","33.24","58.67","82.13","52.96","27.6","36.99"
"Chand, Pyung","98.04","88.83","37.37","22.94","98.84","22.69","60.35","81.05"
