"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Griffin, Kendra","81.34","70.95","61.73","92.7","43.51","57.21","71.12","78.58"
"Hendrix, Joseph","41.1","98.9","92.48","11.07","61.34","98.92","98.9","51.64"
"Rambo, Andrew","43.79","1.21","60.39","62.91","16.21","56.28","86.86","79.93"
"Chen, Vansh","83.01","88.92","99.5","30.53","56.53","38.76","66.98","94.65"
"Thrift, Kacei","25.77","98.22","14.34","66.62","72.5","94.17","89.25","78.84"
"Tuitele-Britton, Derek","27.36","97.09","34.58","92.93","60.95","45.14","51.96","73.94"
"Mazotti, Soo Ho","89.47","77.85","31.71","80.28","47.06","65.74","41.57","86.56"
"Dilley, Autumn","66.31","77.97","36.04","68.58","81.99","91.85","97.41","40.3"
"Tran, Matthew","49.36","51.4","37.3","40.12","71.72","28.21","5.41","61.45"
"Hills, Pha","48.95","39.29","72.38","42.05","96.08","46.23","60.19","57.74"
"Reed, Jordan","79.04","53.08","80.66","98.84","68.48","70.86","44.85","78.77"
"Garcia, Christian","54.04","58.01","54.18","77.1","78.09","28.97","56.06","62.6"
"Trader-Bankston, Phoebe","12.54","60.51","87.91","42.27","93.53","79.36","58.43","64.98"
"Hoerdemann, Zakkary","78.48","60.33","38.97","58.62","42.03","70.33","49.28","55.91"
"Hoover, Davion","38.25","57","79.23","48.79","76.77","96.83","27.96","28.63"
"Yu, Kathryn","53.53","51.28","98.49","28.89","64.9","63.45","62.3","71.87"
"Young Ramos, Denisse","41.62","91.97","24.79","42.06","72.66","64.14","18.23","56.47"
"Wilson, Nilofar","36.96","48.48","61.4","44.21","79.49","49.51","61.35","67.52"
"Escoto, Jose","76.74","42.77","76.72","52.1","80.74","47.95","19.74","55.49"
"Saenz, Deanna","42.3","54.81","63.75","69.34","83.81","35.78","76.32","78.57"
"Campbell, Bruce","72.49","54.9","23.93","77.84","67.14","79.11","98.26","64.07"
"Gumataotao, Robyn Jo","89.55","79.97","37.11","54.19","95.04","62.78","99.12","79.84"
"Wilson-Perez, Marcello","98.35","53.19","61.09","98.68","39.26","59.5","78.76","68.75"
"Smith, Santana","96.74","62.13","99.58","47.65","79.93","15.58","33.18","77.69"
"Scantlebury, Rochelle","97.75","25.23","46.45","37.85","70.25","75.5","61.15","84.41"
"Ponce, Alonso","82.74","35.89","9.89","67.96","80.69","77.77","64.98","78.09"
"Meltzer, Zvi","76.12","49.18","85.65","71.92","61.59","19.5","97.01","57.84"
"Garcia-Beltran, Raina","98.1","92.76","97.2","55.24","97.18","68.75","77.83","3.3"
"Lucero, Tyler","93.12","85.22","99.57","60.34","39.46","76.86","59.07","24.21"
