"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Nguyen, Tony","39.95","56.17","46.67","77.04","37.98","59.26","32.57","87.47"
"Lind, Briana","27.08","41.64","74.77","38.71","74.71","32.84","50.76","99.26"
"Antai, Olivia","44.04","97.25","54.34","60.35","36.75","78.71","68.84","53.75"
"Gullitch, David","83.63","23.56","97.06","45.41","96.39","69.26","30.05","53.13"
"Lyon, Brittany","28.97","11.92","36.1","66.33","52.96","49.74","76.02","83.61"
"Groves, Craig","59.83","43.28","86.42","82.97","50.38","65.49","54.86","29.15"
"Padilla, Luis","58.06","96.87","14.12","59.27","81.32","51.22","72.9","31.82"
"Conners, Mary","30.68","33.03","49.44","64.68","38.87","80.65","30.62","83.61"
"Antion, Mariah","89.04","58.34","21.84","35.06","94.69","56.85","23.51","76.69"
"Sims, Jerell","75.97","13.99","98.17","43.33","14.84","99.67","64.41","97.94"
"Soto, Gloria","57.77","35.2","80.81","62","64.98","90.91","64.65","59.26"
"Chanthongthip, Pyung","51.67","75.06","45.74","65.47","50.38","32.73","28.97","67.5"
"Dixon, Mahogany","55.01","69.06","90.3","38.58","23.7","67.55","97.93","98.94"
"Kim, Nayantara","62.6","44.3","98.78","54.83","51.01","64.3","30.19","19.55"
"Kajiya, Cody","53.33","23.2","34.9","45.86","44.43","68.25","30.27","93.73"
"Wilson, Daryl","88.01","62.04","56.55","99.73","98.57","28.48","57","43.11"
"Stevens, Rakshmai","82.2","48.78","36.42","30.75","41.75","57.19","65.65","98.38"
"Malik, Sami","41.74","56.21","62.4","21.7","57.48","73.79","86.01","55.29"
"Han, Edrick","74.15","81.67","78.54","29.62","90.02","94.14","51.65","43.45"
"Rivera, Angelica","78.12","12.1","34.94","47.95","96.86","54.23","69.68","52.35"
"Wilburn, Selamawit","49.59","52.57","99.96","82.3","81.48","37.81","73.04","27.32"
"Garcia, Marissa","63.33","74.8","97.47","43.54","97.83","7.48","81.55","51.5"
"Ju, Tou","49.07","98.5","72.92","55.29","31.99","40.3","76.44","78.19"
"May, Iridian","62.92","15.32","43.26","64.06","20.59","38.75","73.48","95.76"
"Lapioli, Xavier","61.55","68.87","79.29","79.15","58.93","84.43","25.89","46.36"
"Saxena, Kylie","64.08","54.98","61.82","64.92","55.95","74.16","52.77","27.51"
"Vetrano, Gregory","99.83","33.44","80.79","61.48","79.54","80.16","60.74","63.99"
"Fisher, Alexis","86.7","52.5","78.75","72.76","62.17","97.42","87.69","29.8"
"Vue, Samuel","97.66","61.41","75.64","43.02","32.38","81.6","67.98","55.88"
"Maldonado, Brittany","90.49","51.48","45.16","85.1","66.7","83.49","45","90.98"
"Buchanan-Sam, Ian","85.55","58.19","52.85","42.53","50.78","41.96","66.19","46.86"
"Tran, Jeff","46.91","53.65","81.47","20.54","71.69","88.35","65.65","50.38"
"Martinez, Yesenia","58.86","81.73","58.36","50.21","79.64","80.64","95.1","78.35"
"Rodriguez, Maureen","39.43","81.61","12.21","77.1","24.29","33.41","19.27","96.52"
