"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Reynolds, Nolan","47.11","56.89","33.06","60.66","53.51","59.1","43.47","57.69"
"Duncan, Taylor","34.49","39.66","68.85","46.22","69.27","53.82","48.06","55.44"
"Abrams, Hannah","74.83","83.89","65.73","56.55","56.69","57.67","80.61","68.98"
"Lee, Meghan","58.2","36.72","77.83","49.3","57.84","66.76","61.25","63.32"
"Loera, Josefina","42.23","99.33","95.55","76.66","9.09","62.5","57.78","73.15"
"Kim, Amy","91.87","79.94","98.26","35.17","79.5","78.06","39.55","55.58"
"Jay, Hailey","35.7","53.93","44.94","56.27","89.37","12.6","56.12","94.24"
"Rush, Karin","16.89","80.34","97.15","28.4","88.7","43.28","62.21","63.38"
"Regur, Antonnio","79.75","55.89","62.95","99.92","96.38","83.19","97.38","97.42"
"Reyes, Jose","70.57","53.16","96.82","41.59","73.31","67.73","20.17","36.2"
"White Bear, Alexandrina","99.26","36.94","41.32","22.09","84.99","87.32","99.19","11.62"
"Saiz, Erick","84.45","62.8","53.57","57.76","95.31","49.72","88.35","98.74"
"Nguyen, Sunny","52.55","58.67","87.97","33.69","83.9","84.14","44.83","55.33"
"Mata Davila, Desiree","30.47","25.72","81.91","72.84","78.65","53.73","20.79","58.45"
"Robles, Levi","73.27","98.91","37.89","77.51","51.25","74.57","96.46","50.03"
"Gilliard, Aushatay","83.02","72.16","57.79","54.5","76.61","48.21","81.23","53.74"
"Greene, Edward","58.26","90.13","63.92","35.66","81.35","81.18","30.02","82.73"
"Lor, Amie","99.44","55.13","22.97","63.83","69.96","35.62","54.36","80.83"
"Ho, Mark","98.81","88.4","87.72","83.52","49.7","31.29","51.26","77.8"
"Detwiler, Alan","93.04","75.96","59.89","42.08","53.92","83.65","80.3","83.49"
"Gonzalez-Chumacero, Kevin","25.03","41.76","41.17","72.29","94.24","64.16","95.75","33.57"
"Than, Sun","42.85","78.28","44.04","54.55","2.28","63.2","95.4","56.57"
"Spruill, Taylor","53.83","99.05","51.89","64.11","98.03","84.55","68.76","17.98"
"Yacubu, Destany","40.45","66.77","60.98","85.37","35.22","87.54","52.39","96.54"
"Mccoy Torrance, Taylor","58.6","60.39","78.05","27.71","83.33","45.89","25.97","38.29"
"Tann, Helen","12.67","27.95","43.11","79.7","62.94","15.93","49.89","23.4"
"Lee, Julianna","96.58","39.05","19.24","59.42","63.81","60.24","34.99","57.53"
"Zamarripa, Matthew","33.73","75.24","76.24","42.94","81.38","93.53","62.36","98.31"
"Montanez, Alma","73.29","55.16","77.29","11.7","97.63","21.24","65.54","78.14"
"Alvarado, Anita","38.05","51.34","63.72","8.81","98.25","97.21","42.8","60.12"
