"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Harris, Isha","99.91","78.27","23.95","78.82","98.11","1.62","45.8","35.63"
"Hall, Eyerusalem","36.75","60.85","95.73","99.93","33.53","36.72","18.68","48.05"
"Martinez, Monica","97.31","94.46","79.93","78.58","30.43","46.29","39.2","84.13"
"Ha, Nishika","63.66","63.85","55.89","62.95","32.81","67.52","64.39","71.67"
"Rodriguez, Cody","40.72","79.84","77.97","99.83","45.96","99.63","20.09","97.38"
"Thompson, Aliyah","59.24","75.16","61.87","57.54","51.5","34.64","42.63","96.05"
"Yang, Mitchee","66.13","52.29","40.48","80.64","97.47","83.56","75.88","64.25"
"Madachy, Angela","54.68","66.61","67.81","99.13","51.77","93.63","13.28","28.24"
"Farley, Randall","93.16","76.58","79.08","74.79","34.93","99.19","72.92","97.99"
"Olsen, Michael","36.33","43.27","38.79","38.6","73.21","50.35","61.66","33.88"
"Nugent, Steven","35.6","34.56","74.15","99.74","63.06","74.75","95.03","23.61"
"Pham, Dylahn","64.11","44.88","87.09","44.62","69.54","67.95","41.99","66.64"
"Santistevan, Jessica","69.03","51.52","81.54","93.22","20.56","33.92","99.65","41.08"
"Solorio, Juan","99.43","24.53","94.01","97.93","65.28","80.09","21.6","66.56"
"Magnus-George, Raymond","96.36","42.99","78.23","46.62","55.72","80.72","65.44","74.63"
"Flood, Matthew","15.36","99.7","58.45","59.06","45.65","36.16","64.05","99.54"
"Andrade, Olivia","79.99","49.96","41.3","60.25","36.53","98.45","20.94","95.05"
"Townsend, Christina","55.98","66.55","96.79","53.13","73.14","78.59","74.73","65.28"
"Wright, Javarray","57.09","69.01","72.72","27.02","84.68","38.38","82.04","77.1"
"Porage, Isaiah","66.59","75.18","44.66","28.77","77.85","32.7","45.87","82.53"
"Soto, Emma","37.9","29.13","39.9","82.38","91.39","84.75","51.51","99.4"
"Martinez, Marisol","62.34","74.87","26.34","40.76","81.09","38.21","31","82.7"
"Ashalintubbi, Matea","69.97","44.23","32","58","56.64","49.85","25.16","80.97"
"Choi, Brandon","85.04","85.03","58.99","51.6","56.77","46.31","99.09","74.47"
"Salazar, Phillip","93.08","13.93","77.14","60.56","53.45","62","36.04","59.08"
"Rodriguez, Kenia","26.57","77.89","97.2","61.52","50.78","94.05","77.13","94.48"
"Golston, Antonio","32.56","69.38","44.43","12.86","88.48","80.5","61.12","21.1"
"Stevens, Christofer","60.73","17.94","88.16","68.44","28.73","25.8","42.07","80.31"
"Antin, Esmeralda","8.2","36.45","45.54","56.61","40.93","67.55","80.6","87.77"
"Thomas, Alyssa","55.27","76.44","75.83","46.43","54.09","80.24","69.11","97.59"
"Sam, Ryanna","83.07","49.33","98.93","29.07","69.38","86.27","28.19","44.59"
"Hatcher, Donovon","79.02","36.68","2.59","82.83","80.12","43.87","86.39","74.92"
"Chevarria, Alyssa","39.76","76.33","23.06","71.34","51.47","45.62","79.35","50.23"
