"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Herrera, Roman","78.14","74.6","28.73","81.7","80.63","66.02","39.41","55.55"
"Fernandez-Cabral, Malyssa","98.09","82.52","57.44","48.87","93.18","44.6","55.7","62.7"
"Horton, Khulan","78.67","72.31","80.45","76.9","60.05","83","47.84","65"
"Mcbroom, Sage","48.23","62.76","79.06","40.23","63.48","48.71","59.09","97.33"
"Kwan, Andrew","83.15","53.53","29.46","11.76","75.69","76.86","83.32","33"
"Drake, Raymond","50.3","83.04","58.36","68.62","67.85","56.32","86.02","62.9"
"Davis, Ariunzaya","20.35","83.86","58.62","61.11","32.37","62.11","48.87","75.04"
"Atkinson, Amber","50.94","53.29","76.87","22.88","50.53","88.62","61.59","99.51"
"Dyl, Megan","71.96","38.89","95.95","99.03","0.74","0.38","56.21","62.73"
"Sterett, Aaron","98.54","48.66","31.67","80.03","96.23","79.18","80.53","99.68"
"Young, Michael","59.23","39.33","47.4","76.67","45.52","20.9","82.39","76.68"
"Kennon, Ruthie","34.64","34.72","45.11","6.5","79.06","96.23","37.94","42.89"
"Bancroft, Nikki","45.15","80.97","63.16","68.96","94.95","28.46","38.83","53.1"
"Long, Sara","48.37","85.28","78.31","79.99","75.41","69.92","87.01","79.3"
"West, Brittany","99.88","96.46","51.14","74.32","82.48","7.75","63.03","55.97"
"Young, Wolfgang","26.34","85.79","46.76","52.62","97.94","32.31","39.46","92.92"
"Ramirez, Sergio","95.81","69.4","54.46","51.01","2.97","98.37","90.39","81.5"
"Dahl, Clara Aya","38.25","61.11","81.5","77.61","66.01","53.97","79.01","81.09"
"Guerette, Kalara","25.94","41.12","60.85","39.12","5.53","98.54","85.49","41.42"
"Elfring, Phillip","96.34","45.65","59.24","78.79","27.06","76.17","97.77","9.56"
"Gutierrez, Kevin","60.66","76.94","73.12","64.38","37.89","95.26","66.36","40.95"
"Balagot, Raymond","24.3","32.93","37.55","78.6","73.17","99.07","13.01","54.57"
"Tran, Brandon","53.68","77.55","40.21","74.72","25.93","46.93","57.99","22.8"
"Nye, Carolyn","24.91","56.95","54.64","92.75","84","94.74","36.36","36.73"
"Robinson, Galen","70.05","76.98","24.1","46.78","56.11","82.42","23.25","75.7"
"Asmarzadeh, Kuan-Hsuen","28.87","57.27","30.64","96.83","87.83","76.04","6.18","22.86"
"Aghi, Carlo","43.84","95.16","82.99","54.24","90.72","88.78","11.42","75.09"
"Zhao, William","61.75","75.39","26.56","30.09","56.13","67.54","92.99","72.41"
"Kamp, Riley","95.92","77.34","38","71.87","70.27","20.48","46.79","47.54"
"Williams, David","43.81","73.05","74.9","49.64","61.99","83.05","0.17","90.83"
"Garcia, Jordan","99.65","70.93","73.53","47.43","53.48","94.73","85.4","59.68"
"Williams, Logan","82.76","28.69","72.93","36.93","57.57","96.45","63.18","68.16"
"Marshall, Talore","65.33","42.75","73.51","51.05","80.73","9.2","79.89","36.22"
