"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Jones, Marquise","26.01","58.39","77.65","76.68","72.34","55.6","95.14","76.32"
"Herrera, Carlee","83.92","58.02","98.19","40.68","81.54","4.53","0.95","77.97"
"Freeman, Jordan","33.1","51.17","78.6","31.52","68.67","96.39","60.8","12.39"
"Ortega Sanchez, Missael","93.14","98.42","79.31","39.03","12.8","65.25","21.22","43.99"
"Root, Dominic","67.67","95.97","62.48","59.58","33.96","44.1","98.28","51.57"
"Stimson, Daniele","32.74","30.97","63.34","84.5","86.15","95.64","65.24","63.46"
"Johnson, Dashanae","22.61","81.09","48.1","75.37","53.17","73.62","44.14","73.41"
"Breaux, Cory","28.91","35.43","60.51","80.48","44.98","72.87","66.72","66.05"
"Jordan, Nathzelleous","82.1","75.48","49.79","41.73","75.57","86.64","41.01","35.97"
"Hill, Jeiel","58.6","78.33","16.26","83.66","52.65","62.5","74.54","27"
"Garcia-Jewett, Desia","59.07","64.81","74","57.82","67.21","30.04","55.21","64.66"
"Krishan, Peter","80.25","72.45","74.8","32.98","56.89","98.5","69.15","55.38"
"Gonzalez Fierro, Justina","16.52","81.57","52.13","54.35","59.53","75.81","42.45","88.5"
"Padovich, Laosa","28.49","21.42","43.85","46.74","13.94","74.67","64.67","63.2"
"Yabut, Tue Yer","70.07","43.77","80.72","38.58","95.3","39.98","36.31","48.53"
"Woods, Mana","43.56","45.99","99.29","57.69","92.03","57.66","23.5","81.4"
"Jones, Lucas","29.35","56.97","54.74","96.5","22","97.36","91.29","68.71"
"Gregory, Josiah","51.45","80.98","82.98","86.78","36.72","57.26","72.02","53.38"
"Keil, Mathias","81.75","73.01","58.9","61.08","67.81","64.45","11.82","89.07"
"Bausch, Rosemary","76.56","45.88","52.54","32.95","34.79","70.08","37.99","27.24"
"Tilley, Brianna","54.41","24.72","70.87","63.9","94.92","51.94","64.86","79.49"
"Hutchins, Tiara","56.76","98.22","84.78","76.74","41.72","95.18","58.23","62.57"
"Groves, Desirelle","22.27","57.65","53.54","6.16","60.05","37.91","55.62","17.04"
"Gonzalez, Christian","75.04","74.17","57.75","61.23","75.16","69.81","49.35","71.07"
"Funches, Danielle","64.69","46.05","55.51","83.97","54.04","87.65","31.8","30.53"
"Isaac, Cody","98.12","52.09","96.07","18.65","54.27","70.74","27.36","89.16"
