"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Exline, Brently","2.78","80.38","97.16","90.13","75.35","46.97","56.46","51.64"
"Jefferson, Joshua","36.86","98.65","58.07","41.02","26.48","80.2","36.32","98.51"
"Cepeda, Maria","47.4","82.15","96.62","98.65","26.48","80.07","32.81","97.52"
"Serna, Andres","27.99","76.12","93.22","42.82","89.08","50.72","98.06","37.38"
"Verdugo, Alex","38.08","59.38","79.53","46.74","84.44","52.6","6.25","85.44"
"Amaya, Brittany","66.39","80.67","65.68","75.15","30.69","80.15","36.47","54.87"
"Nguyen, Felicia","2.18","80.44","85.43","65.38","53.87","37.85","31.18","2.67"
"Williams, Victoria","76.23","75.71","32.61","63.91","44.2","80.52","73.22","12.85"
"Choi, Joshua","85.45","81.15","97.63","65.77","29.97","40.1","70.87","55.68"
"Ruiz, Margarita","97.65","21.03","96.75","82.64","38.3","3.19","51.99","98.93"
"Guerrero, Jazmin","99.32","85.28","68.48","93.54","61.37","94.29","99.41","84.76"
"Terriquez, Anthony","83.82","59.79","62.98","59.41","30.3","47.6","49.34","80.54"
"Lam, Donna","77.61","32.19","64.32","64.87","21.41","35.15","32.11","83.72"
"Andrade, Aaron","93.4","97.65","39.44","76.43","56.72","52.67","41.32","51.47"
"Lugenbeel, Joshua","62.01","72.76","76.64","42.28","84.24","51.63","42.04","39.93"
"Dettmann, India","80.29","31.62","81.56","91.24","23.75","95.4","98.58","47.04"
"Nguyen, Kyle","55.22","51.88","26.24","35.66","22.49","59.46","81.7","28.92"
"Marquez, Augustine","58.37","54.91","43.67","24.86","97.91","70.13","79.66","73.88"
"Benally, Tommy","54.97","73.05","95.88","58.01","32.21","31.44","41.08","20.92"
"Hopper, Jesse","40.97","52.32","56.48","98.6","0.42","73.59","10.08","12.57"
"Fernando, Christine","98.79","72.78","24.93","52.85","71.61","93.36","95.68","50.93"
"Del Villar, Luis","48.6","72.84","58.75","56.51","35.25","60.04","22.89","73.43"
"Sullivan, Myles","21.82","46.53","63.6","53.19","27.56","82.08","64.55","96.42"
"Lampe, Andrew","29.98","14.43","77.06","61.56","38.2","43.52","23.81","47.23"
"Balerio, Brian","15.24","57.22","78.77","94.68","59.64","30.21","62.31","40.15"
"Cano Jaimes, Andrew","82.26","77.73","71.43","56.01","79.8","47.4","92.44","96.23"
"Lewis, Seth","34.83","96.29","59.94","66.17","35.96","94.84","24.25","86.67"
"Thurlow-Martinez, Gerald","14.34","49.76","51.99","16.85","51.27","83.27","42.59","35.67"
"Ross, Kyja","77.38","32.9","33.03","82.64","49.79","43.61","26.16","34.17"
"Clanton, Matthew","94.48","78.22","99.48","95.96","85.26","35.84","71.99","88.42"
"Munoz, Francisco","99.01","55.77","66.23","61.1","57.52","59.27","94.92","7.77"
